n,r,m
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '鳍条金黄色', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:生活于],"(:Entity {name: '暖水性', label: '栖息环境'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:生活于],"(:Entity {name: '广盐性', label: '栖息环境'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:生活于],"(:Entity {name: '热带水温', label: '栖息环境'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:生活于],"(:Entity {name: '暖水性', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:生活于],"(:Entity {name: '中上层洄游暖水性', label: '栖息环境'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:生活于],"(:Entity {name: '河口海湾', label: '栖息环境'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '中国南方沿海', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '广 东省湛江市太平镇', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '广东省湛江市', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '广东', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '广西', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '福建', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '台湾', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '海南', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '东南亚', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '澳大利亚', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '日本', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '非洲西岸', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '东海', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '南海', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '黄海', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '渤海', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '粤', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '闽', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '琼', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '桂', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '台', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '港', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '澳', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '南方沿海', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '阳江', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '湛江港', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '阳江闸坡', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '海南省三亚凌水', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '海南省凌水', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '澳洲', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '印度洋', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '印度尼西亚', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '美洲的热带', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '温带的大西洋海岸', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '中国南方', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '中国台湾', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '马来西亚', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '新加坡', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '深圳', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '湛江', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '饶平', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '茂名', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '太平洋', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '美洲热带', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '澳洲热带', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '中国的东海、南海', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '中国的东海', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '福建沿海', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '广西北海', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '广西北海市铁山港', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '广西北海市', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '大西洋的热带和温带海域', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '海南临高县新盈海域', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '海南临高', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '大西洋的温带及热带海域', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '太平洋和大西洋的热带及温带', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '我国南方沿海地区', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '海南昌江棋子湾', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '中国南方地区', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '海南临高县桥头镇', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '海南临高县', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '海南省临高县', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '湛江市太平镇', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:分布在],"(:Entity {name: '美洲的热带及温带的大西洋海岸', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '网箱养殖', label: '养殖方式'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '人工养殖', label: '养殖方式'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '网箱养殖', label: '研究目标名称'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '深水网箱', label: '养殖方式'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '池塘鱼虾混养', label: '养殖方式'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '池塘养殖', label: '养殖方式'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '海水网箱', label: '养殖方式'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '深水网箱养殖', label: '养殖方式'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '深海网箱养殖', label: '养殖方式'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '网箱深海养殖', label: '养殖方式'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '海水网箱养殖', label: '养殖方式'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '深海养殖网箱', label: '养殖方式'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '养殖网箱', label: '养殖方式'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '海水池塘养殖', label: '养殖方式'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:饮食],"(:Entity {name: '小鱼', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:饮食],"(:Entity {name: '海水鱼浮水料', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:饮食],"(:Entity {name: '浮性饲料', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:饮食],"(:Entity {name: '软体动物', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:饮食],"(:Entity {name: '浮游生物', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:饮食],"(:Entity {name: '底栖动物', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:饮食],"(:Entity {name: '水蚤', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:饮食],"(:Entity {name: '多毛类', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:饮食],"(:Entity {name: '小型双壳类', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:饮食],"(:Entity {name: '端足类', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:饮食],"(:Entity {name: '双壳类', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:饮食],"(:Entity {name: '蟹类幼体', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:饮食],"(:Entity {name: '小虾', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:饮食],"(:Entity {name: '鲜杂鱼', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:饮食],"(:Entity {name: '桡足类幼体', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:易患],"(:Entity {name: '链球菌病', label: '常见疾病'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:易患],"(:Entity {name: '海豚链球菌病', label: '常见疾病'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:易患],"(:Entity {name: '海豚链球菌', label: '常见疾病'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:易患],"(:Entity {name: '车轮虫病', label: '常见疾病'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:易患],"(:Entity {name: '脂肪肝病', label: '常见疾病'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:易患],"(:Entity {name: '诺卡氏菌病', label: '常见疾病'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:易患],"(:Entity {name: '结节病', label: '常见疾病'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:易患],"(:Entity {name: '发光杆菌病', label: '常见疾病'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:易患],"(:Entity {name: '刺激隐核虫病', label: '常见疾病'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:易患],"(:Entity {name: '传染性疾病', label: '常见疾病'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:易患],"(:Entity {name: '弧菌病', label: '常见疾病'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:易患],"(:Entity {name: '细菌性疾病', label: '常见疾病'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:易患],"(:Entity {name: '美人鱼发光杆菌病', label: '常见疾病'})"
"(:Entity {name: '链球菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '游泳异常', label: '生物学特征'})"
"(:Entity {name: '链球菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '眼球突出且浑浊', label: '生物学特征'})"
"(:Entity {name: '链球菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '鳍条基部充血', label: '生物学特征'})"
"(:Entity {name: '链球菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '体色发黑', label: '生物学特征'})"
"(:Entity {name: '链球菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '吻端发红', label: '生物学特征'})"
"(:Entity {name: '链球菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '体表粘液增多', label: '生物学特征'})"
"(:Entity {name: '链球菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '食欲不振', label: '生物学特征'})"
"(:Entity {name: '链球菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '游动缓慢或静止', label: '生物学特征'})"
"(:Entity {name: '链球菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '旋转游泳', label: '生物学特征'})"
"(:Entity {name: '链球菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '空肠', label: '生物学特征'})"
"(:Entity {name: '链球菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '腹水', label: '生物学特征'})"
"(:Entity {name: '链球菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '眼浑浊', label: '生物学特征'})"
"(:Entity {name: '链球菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '离群独游', label: '生物学特征'})"
"(:Entity {name: '链球菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '鳍条基部出血', label: '生物学特征'})"
"(:Entity {name: '链球菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '在水面狂游', label: '生物学特征'})"
"(:Entity {name: '海豚链球菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '眼球突出', label: '生物学特征'})"
"(:Entity {name: '海豚链球菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '浑浊', label: '生物学特征'})"
"(:Entity {name: '海豚链球菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '眼眶充血', label: '生物学特征'})"
"(:Entity {name: '海豚链球菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '肛门红肿', label: '生物学特征'})"
"(:Entity {name: '海豚链球菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '腹部肿大', label: '生物学特征'})"
"(:Entity {name: '海豚链球菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '绝食', label: '生物学特征'})"
"(:Entity {name: '海豚链球菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '摄食量减少', label: '生物学特征'})"
"(:Entity {name: '海豚链球菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '平衡能力降低', label: '生物学特征'})"
"(:Entity {name: '海豚链球菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '翻滚', label: '生物学特征'})"
"(:Entity {name: '海豚链球菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '转圈', label: '生物学特征'})"
"(:Entity {name: '海豚链球菌', label: '常见疾病'})",[:导致],"(:Entity {name: '眼球突出', label: '生物学特征'})"
"(:Entity {name: '海豚链球菌', label: '常见疾病'})",[:导致],"(:Entity {name: '腹鳍出血', label: '生物学特征'})"
"(:Entity {name: '海豚链球菌', label: '常见疾病'})",[:导致],"(:Entity {name: '内脏器官肿大充血', label: '生物学特征'})"
"(:Entity {name: '海豚链球菌', label: '常见疾病'})",[:导致],"(:Entity {name: '皮肤肌肉溃烂', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鯵', label: '研究目标名称'})",[:具有],"(:Entity {name: '肉质鲜美', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鯵', label: '研究目标名称'})",[:具有],"(:Entity {name: '生长速率高', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鯵', label: '研究目标名称'})",[:具有],"(:Entity {name: '营养丰富', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鯵', label: '研究目标名称'})",[:生活于],"(:Entity {name: '暖水', label: '栖息环境'})"
"(:Entity {name: '卵形鲳鯵', label: '研究目标名称'})",[:分布在],"(:Entity {name: '中国南方沿海', label: '分布区域'})"
"(:Entity {name: '卵形鲳鯵', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '网箱养殖', label: '养殖方式'})"
"(:Entity {name: '卵形鲳鯵', label: '研究目标名称'})",[:易患],"(:Entity {name: '鰤鱼诺卡氏菌', label: '常见疾病'})"
"(:Entity {name: '卵形鲳鯵', label: '研究目标名称'})",[:易患],"(:Entity {name: '神经坏死病毒', label: '常见疾病'})"
"(:Entity {name: '卵形鲳鯵', label: '研究目标名称'})",[:易患],"(:Entity {name: '刺激隐核虫', label: '常见疾病'})"
"(:Entity {name: '卵形鲳鯵', label: '研究目标名称'})",[:易患],"(:Entity {name: '车轮虫', label: '常见疾病'})"
"(:Entity {name: '神经坏死病毒', label: '常见疾病'})",[:导致],"(:Entity {name: '体色发黑', label: '生物学特征'})"
"(:Entity {name: '神经坏死病毒', label: '常见疾病'})",[:导致],"(:Entity {name: '狂游', label: '生物学特征'})"
"(:Entity {name: '神经坏死病毒', label: '常见疾病'})",[:导致],"(:Entity {name: '活力差', label: '生物学特征'})"
"(:Entity {name: '神经坏死病毒', label: '常见疾病'})",[:导致],"(:Entity {name: '摄饵不良', label: '生物学特征'})"
"(:Entity {name: '神经坏死病毒', label: '常见疾病'})",[:导致],"(:Entity {name: '身体瘦弱', label: '生物学特征'})"
"(:Entity {name: '神经坏死病毒', label: '常见疾病'})",[:导致],"(:Entity {name: '腹部朝上', label: '生物学特征'})"
"(:Entity {name: '神经坏死病毒', label: '常见疾病'})",[:导致],"(:Entity {name: '眼球脱落', label: '生物学特征'})"
"(:Entity {name: '神经坏死病毒', label: '常见疾病'})",[:导致],"(:Entity {name: '脑、眼、口部充血发红', label: '生物学特征'})"
"(:Entity {name: '神经坏死病毒', label: '常见疾病'})",[:导致],"(:Entity {name: '病鱼活力差', label: '生物学特征'})"
"(:Entity {name: '神经坏死病毒', label: '常见疾病'})",[:导致],"(:Entity {name: '病鱼游动异常', label: '生物学特征'})"
"(:Entity {name: '神经坏死病毒', label: '常见疾病'})",[:导致],"(:Entity {name: '随水无力流动', label: '生物学特征'})"
"(:Entity {name: '神经坏死病毒', label: '常见疾病'})",[:导致],"(:Entity {name: '浮于水面作盘旋游动', label: '生物学特征'})"
"(:Entity {name: '神经坏死病毒', label: '常见疾病'})",[:导致],"(:Entity {name: '水中狂奔', label: '生物学特征'})"
"(:Entity {name: '小瓜虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '白色斑点', label: '生物学特征'})"
"(:Entity {name: '小瓜虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '粘液增多', label: '生物学特征'})"
"(:Entity {name: '小瓜虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '鳞片脱落', label: '生物学特征'})"
"(:Entity {name: '小瓜虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '厌食', label: '生物学特征'})"
"(:Entity {name: '小瓜虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '游动缓慢', label: '生物学特征'})"
"(:Entity {name: '小瓜虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '不明黏性液体', label: '生物学特征'})"
"(:Entity {name: '小瓜虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '活动明显减少', label: '生物学特征'})"
"(:Entity {name: '小瓜虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '食欲变差', label: '生物学特征'})"
"(:Entity {name: '小瓜虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '体表出现直径0.5毫米~1毫米的白色斑点', label: '生物学特征'})"
"(:Entity {name: '指环虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '食欲不振', label: '生物学特征'})"
"(:Entity {name: '指环虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '体表失去光泽', label: '生物学特征'})"
"(:Entity {name: '指环虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '游动迟缓', label: '生物学特征'})"
"(:Entity {name: '指环虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '鳍条溃烂', label: '生物学特征'})"
"(:Entity {name: '指环虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '体表和鳃部粘液增多', label: '生物学特征'})"
"(:Entity {name: '指环虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '局部鳞片脱落', label: '生物学特征'})"
"(:Entity {name: '指环虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '游泳失去平衡', label: '生物学特征'})"
"(:Entity {name: '指环虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '打转', label: '生物学特征'})"
"(:Entity {name: '指环虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '腥臭味液体', label: '生物学特征'})"
"(:Entity {name: '指环虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '双鳍溃烂', label: '生物学特征'})"
"(:Entity {name: '指环虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '食欲减弱', label: '生物学特征'})"
"(:Entity {name: '指环虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '行动迟缓', label: '生物学特征'})"
"(:Entity {name: '指环虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '一侧或两侧眼球突出', label: '生物学特征'})"
"(:Entity {name: '指环虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '发炎、坏死或脱落', label: '生物学特征'})"
"(:Entity {name: '瓣体虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '呼吸困难', label: '生物学特征'})"
"(:Entity {name: '瓣体虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '游泳迟钝', label: '生物学特征'})"
"(:Entity {name: '瓣体虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '粘液分泌增多', label: '生物学特征'})"
"(:Entity {name: '瓣体虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '白斑点', label: '生物学特征'})"
"(:Entity {name: '瓣体虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '食欲不强', label: '生物学特征'})"
"(:Entity {name: '瓣体虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '狂游', label: '生物学特征'})"
"(:Entity {name: '瓣体虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '胸鳍向前僵直', label: '生物学特征'})"
"(:Entity {name: '瓣体虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '吃料速度下降', label: '生物学特征'})"
"(:Entity {name: '瓣体虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '病鱼常浮于水面', label: '生物学特征'})"
"(:Entity {name: '瓣体虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '头部皮肤、鳍及鳃上粘液分泌增多', label: '生物学特征'})"
"(:Entity {name: '瓣体虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '表皮出现不规则的白斑点', label: '生物学特征'})"
"(:Entity {name: '瓣体虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '白斑会连成一大片', label: '生物学特征'})"
"(:Entity {name: '瓣体虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '向网衣上擦身', label: '生物学特征'})"
"(:Entity {name: '瓣体虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '鱼胸鳍向前僵直', label: '生物学特征'})"
"(:Entity {name: '瓣体虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '体表黏液增多', label: '生物学特征'})"
"(:Entity {name: '瓣体虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '病鱼动作迟钝', label: '生物学特征'})"
"(:Entity {name: '瓣体虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '焦躁不安靠网边不断摩擦', label: '生物学特征'})"
"(:Entity {name: '瓣体虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '一动不动', label: '生物学特征'})"
"(:Entity {name: '瓣体虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '驱赶时游动缓慢', label: '生物学特征'})"
"(:Entity {name: '车轮虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '急速打转', label: '生物学特征'})"
"(:Entity {name: '车轮虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '黑身', label: '生物学特征'})"
"(:Entity {name: '车轮虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '体消', label: '生物学特征'})"
"(:Entity {name: '车轮虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '在池边游动', label: '生物学特征'})"
"(:Entity {name: '车轮虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '速度慢', label: '生物学特征'})"
"(:Entity {name: '车轮虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '食料速度下降', label: '生物学特征'})"
"(:Entity {name: '皮肤溃疡病', label: '常见疾病'})",[:导致],"(:Entity {name: '体表皮肤溃疡', label: '生物学特征'})"
